/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_44_415.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_44_415.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_44_415.jpg, 0, 0, 0, 7.944929E-05
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_44_515.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_44_515.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_44_515.jpg, 0, 0, 0, 8.405963E-05
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_44_621.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_44_621.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_44_621.jpg, 0, 0, 0, 7.794057E-05
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_44_725.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_44_725.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_44_725.jpg, 0, 0, 0, 7.806085E-05
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_44_828.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_44_828.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_44_828.jpg, 0, 0, 0, 7.890798E-05
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_44_944.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_44_944.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_44_944.jpg, 0, 0.3479251, 0, 0.3676832
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_048.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_048.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_048.jpg, 0, 0.6596789, 0, 1.038422
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_150.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_150.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_150.jpg, -0.08515798, 0.9651901, 0, 2.105965
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_255.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_255.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_255.jpg, -0.3026755, 1, 0, 3.275531
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_371.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_371.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_371.jpg, 0, 1, 0, 4.676518
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_475.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_475.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_475.jpg, -0.04469097, 1, 0, 5.835282
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_576.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_576.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_576.jpg, -0.2958155, 1, 0, 6.948398
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_677.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_677.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_677.jpg, -0.000777483, 1, 0, 8.078848
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_789.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_789.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_789.jpg, -0.03718507, 1, 0, 9.42791
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_45_892.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_45_892.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_45_892.jpg, -0.3456928, 1, 0, 10.49726
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_003.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_003.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_003.jpg, -0.4332812, 1, 0, 11.55645
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_117.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_117.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_117.jpg, -0.08968806, 1, 0, 12.86309
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_226.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_226.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_226.jpg, -0.1204709, 1, 0, 14.09359
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_331.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_331.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_331.jpg, -0.2503409, 1, 0, 14.92349
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_436.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_436.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_436.jpg, 0, 1, 0, 16.2581
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_542.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_542.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_542.jpg, 0, 0.8815089, 0, 17.48854
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_645.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_645.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_645.jpg, 0, 0.574165, 0, 17.85895
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_758.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_758.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_758.jpg, -0.127185, 0.2349968, 0, 18.42877
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_46_902.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_46_902.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_46_902.jpg, -0.5581648, 0, 0, 18.01051
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_006.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_006.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_006.jpg, -0.2435428, 0, 0, 17.32971
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_124.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_124.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_124.jpg, 0, 0, 0, 17.09441
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_234.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_234.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_234.jpg, -0.05127311, 0, 0, 17.43486
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_344.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_344.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_344.jpg, -0.3811051, 0, 0, 17.15951
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_456.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_456.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_456.jpg, -0.506994, 0, 0, 16.33149
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_572.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_572.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_572.jpg, -0.1193909, 0, 0, 16.1478
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_685.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_685.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_685.jpg, -0.1345557, 0, 0, 15.913
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_805.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_805.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_805.jpg, -0.2533561, 0, 0, 16.24448
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_47_916.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_47_916.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_47_916.jpg, 0, 0, 0, 16.05468
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_48_016.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_48_016.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_48_016.jpg, 0, 0, 0, 15.365
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_48_129.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_48_129.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_48_129.jpg, 0, 0, 0, 15.19005
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_48_244.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_48_244.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_48_244.jpg, -0.1317991, 0, 0, 15.00349
/Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/center_2018_12_08_16_41_48_365.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/left_2018_12_08_16_41_48_365.jpg, /Users/Mudi/Programming/MyCode/Python/Machine Learning/applied-deep-learningtm-the-complete-self-driving-car-course/evolution/smooth/IMG/right_2018_12_08_16_41_48_365.jpg, -0.2165373, 0, 0, 15.29904
